acceptance_id,source_requirement,package,interface,db_invariant,test_file,test_name,status,evidence,deferred_reason
R47.09,R47,Identity,Ability::customers.manage_status,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared customers.manage_status ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.10,R47,Identity,Ability::travelers.view,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared travelers.view ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.11,R47,Identity,Ability::travelers.view_sensitive,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared travelers.view_sensitive ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.12,R47,Identity,Ability::wallets.view,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared wallets.view ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.13,R47,Identity,Ability::banks.view,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared banks.view ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.14,R47,Identity,Ability::banks.manage,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared banks.manage ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.15,R47,Identity,Ability::topups.view,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared topups.view ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.16,R47,Identity,Ability::topups.review,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared topups.review ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.17,R47,Identity,Ability::topups.settings.manage,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared topups.settings.manage ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.18,R47,Identity,Ability::orders.view,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared orders.view ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.19,R47,Identity,Ability::executions.view,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared executions.view ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.20,R47,Identity,Ability::executions.view_sensitive,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared executions.view_sensitive ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.21,R47,Identity,Ability::executions.transition,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared executions.transition ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.22,R47,Identity,Ability::executions.note,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared executions.note ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.23,R47,Identity,Ability::documents.view_sensitive,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared documents.view_sensitive ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.24,R47,Identity,Ability::content.view,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared content.view ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.25,R47,Identity,Ability::content.manage,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared content.manage ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.26,R47,Identity,Ability::notifications.view,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared notifications.view ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.27,R47,Identity,Ability::notifications.replay,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared notifications.replay ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.28,R47,Identity,Ability::access.view,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared access.view ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.29,R47,Identity,Ability::access.manage,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared access.manage ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.30,R47,Identity,Ability::audit.view,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared audit.view ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R48.01,R48,Documents,StorePrivateDocumentAction,documents_private_by_default,packages/Rehla/Documents/tests/Feature/DocumentLifecycleTest.php,enforces private storage disk for all documents,green,php artisan test packages/Rehla/Documents/tests; PASS 22 tests 84 assertions; packages/Rehla/Documents/tests/Feature/DocumentLifecycleTest.php,
R49.01,R49,Catalog,PublicServiceMedia,public_media_separated_from_private_documents,packages/Rehla/Catalog/tests/Feature/ServiceLifecycleTest.php,publishes only approved public service media,verified,php artisan test packages/Rehla/Catalog/tests; PASS 8 tests 24 assertions; php artisan test packages/Rehla tests/Architecture; PASS 172 tests 3303 assertions; packages/Rehla/Catalog/tests/Feature/ServiceLifecycleTest.php,
R50.01,R50,Api,ProblemCode::wallet.insufficient_balance,stable_localized_problem_details,packages/Rehla/Api/tests/Feature/ProblemDetailsTest.php,returns stable Problem Details for insufficient balance,planned,,
R50.02,R50,Api,ProblemCode::service.unavailable,stable_localized_problem_details,packages/Rehla/Api/tests/Feature/ProblemDetailsTest.php,returns stable Problem Details for service unavailable,planned,,
R50.03,R50,Api,ProblemCode::service.price_changed,stable_localized_problem_details,packages/Rehla/Api/tests/Feature/ProblemDetailsTest.php,returns stable Problem Details for price changed,planned,,
R50.04,R50,Api,ProblemCode::traveler.passport_conflict,stable_localized_problem_details,packages/Rehla/Api/tests/Feature/ProblemDetailsTest.php,returns stable Problem Details for duplicate passport,planned,,
R50.05,R50,Api,ProblemCode::top_up.reference_used,stable_localized_problem_details,packages/Rehla/Api/tests/Feature/ProblemDetailsTest.php,returns stable Problem Details for used bank transfer reference,planned,,
R50.06,R50,Content,PublishedContentReader,bilingual_content_and_rtl_direction,packages/Rehla/Content/tests/Feature/ContentPublishingTest.php,returns published Arabic content with rtl direction,verified,php artisan test packages/Rehla/Content/tests; PASS 8 tests 28 assertions; php artisan test packages/Rehla tests/Architecture; PASS 197 tests 3408 assertions; composer verify PASS; packages/Rehla/Content/tests/Feature/ContentPublishingTest.php,
R51.01,R51,Orders,OrderStatusEnum,order_status_paid_invariant,packages/Rehla/Orders/tests/Unit/OrderStatusSeparationTest.php,verifies order status separate from execution,planned,,
R52.01,R52,Web,CustomerJourneyPhase::service_discovery,phase_preconditions_and_outcome_hold,tests/EndToEnd/phase-one-acceptance.spec.ts,discovers an active service and its requirements,planned,,
R52.02,R52,Web,CustomerJourneyPhase::account_sign_in_registration,phase_preconditions_and_outcome_hold,tests/EndToEnd/phase-one-acceptance.spec.ts,signs in or registers a customer account,planned,,
R52.03,R52,Web,CustomerJourneyPhase::adding_traveler,phase_preconditions_and_outcome_hold,tests/EndToEnd/phase-one-acceptance.spec.ts,adds one owned traveler with a unique passport,planned,,
R52.04,R52,Web,CustomerJourneyPhase::balance_check,phase_preconditions_and_outcome_hold,tests/EndToEnd/phase-one-acceptance.spec.ts,shows the current wallet balance,planned,,
R52.05,R52,Web,CustomerJourneyPhase::wallet_top_up,phase_preconditions_and_outcome_hold,tests/EndToEnd/phase-one-acceptance.spec.ts,submits a bank top up when funds are insufficient,planned,,
R52.06,R52,Web,CustomerJourneyPhase::admin_review,phase_preconditions_and_outcome_hold,tests/EndToEnd/phase-one-acceptance.spec.ts,waits for an authorized top up decision,planned,,
R52.07,R52,Web,CustomerJourneyPhase::starting_order,phase_preconditions_and_outcome_hold,tests/EndToEnd/phase-one-acceptance.spec.ts,starts checkout from an active service,planned,,
R52.08,R52,Web,CustomerJourneyPhase::final_submission,phase_preconditions_and_outcome_hold,tests/EndToEnd/phase-one-acceptance.spec.ts,submits the final validated service form,planned,,
R52.09,R52,Web,CustomerJourneyPhase::payment,phase_preconditions_and_outcome_hold,tests/EndToEnd/phase-one-acceptance.spec.ts,debits the wallet exactly once,planned,,
R52.10,R52,Web,CustomerJourneyPhase::record_creation,phase_preconditions_and_outcome_hold,tests/EndToEnd/phase-one-acceptance.spec.ts,creates the order and execution atomically,planned,,
R52.11,R52,Web,CustomerJourneyPhase::tracking,phase_preconditions_and_outcome_hold,tests/EndToEnd/phase-one-acceptance.spec.ts,tracks order and execution separately,planned,,
R52.12,R52,Web,CustomerJourneyPhase::user_response,phase_preconditions_and_outcome_hold,tests/EndToEnd/phase-one-acceptance.spec.ts,answers an open customer action request,planned,,
R52.13,R52,Web,CustomerJourneyPhase::completion,phase_preconditions_and_outcome_hold,tests/EndToEnd/phase-one-acceptance.spec.ts,receives the completed service result,planned,,
R53.01,R53,Web,FamilyMultipleOrdersJourney,one_traveler_per_order_with_repeat_service_orders,tests/EndToEnd/phase-one-acceptance.spec.ts,places separate immutable orders for multiple family travelers,planned,,
R54.01,R54,Orders,OrderSnapshotContract,order_data_frozen_at_purchase,packages/Rehla/Orders/tests/Unit/OrderImmutabilityTest.php,asserts all order data frozen at purchase time,planned,,
R55.01,R55,Purchasing,PriceConflictDetector,reject_checkout_if_price_changed,packages/Rehla/Purchasing/tests/Integration/SubmitOrderTest.php,rejects order if service price or version changed,planned,,
R56.01,R56,TopUps,DuplicateDepositGuard,transaction_reference_unique_per_bank,packages/Rehla/TopUps/tests/Unit/SubmitTopUpTest.php,rejects duplicate bank transaction reference,planned,,
R57.01,R57,TopUps,ConcurrentApprovalGuard,optimistic_lock_on_topup_review,packages/Rehla/TopUps/tests/Unit/ConcurrentApprovalTest.php,prevents simultaneous dual approval,planned,,
R58.01,R58,Purchasing,ConcurrencyControl,wallet_row_level_lock,packages/Rehla/Purchasing/tests/Integration/SubmitOrderConcurrencyTest.php,allows only one order to succeed when two orders compete for balance sufficient for only one,planned,,
R59.01,R59,Purchasing,IdempotentOrderSubmission,unique_idempotency_key_per_account,packages/Rehla/Purchasing/tests/Integration/SubmitOrderConcurrencyTest.php,handles replay calls with identical results and single debit entry,planned,,
R60.01,R60,Core,ArchitectureEnforcer,zero_cyclic_dependencies,tests/Architecture/PackageDependencyTest.php,covers every dependency edge once with surfaces owned by its provider,verified,572e7bc; php artisan test tests/Architecture; PASS 17 tests 2807 assertions; tests/Architecture/PackageDependencyTest.php,
R61.01,R61,Web,LocalizationEngine,arabic_and_english_rtl_support,packages/Rehla/Web/tests/Unit/LocalizationTest.php,renders RTL layout for Arabic locale,planned,,
R62.01,R62,Reporting,Metric::M01RegisteredUsers,explicit_as_of_khartoum_exact_zero_safe,packages/Rehla/Reporting/tests/Integration/ProductMetricsTest.php,counts registered users in the cohort,planned,,
R62.02,R62,Reporting,Metric::M02SavedTravelers,explicit_as_of_khartoum_exact_zero_safe,packages/Rehla/Reporting/tests/Integration/ProductMetricsTest.php,counts saved travelers in the cohort,planned,,
R62.03,R62,Reporting,Metric::M03OrderVolume,explicit_as_of_khartoum_exact_zero_safe,packages/Rehla/Reporting/tests/Integration/ProductMetricsTest.php,calculates paid order count and gross SDG minor value,planned,,
R62.04,R62,Reporting,Metric::M04TopUpCompletionRate,explicit_as_of_khartoum_exact_zero_safe,packages/Rehla/Reporting/tests/Integration/ProductMetricsTest.php,calculates terminal top up rate by as-of cutoff,planned,,
R62.05,R62,Reporting,Metric::M05TopUpTurnaround,explicit_as_of_khartoum_exact_zero_safe,packages/Rehla/Reporting/tests/Integration/ProductMetricsTest.php,calculates average terminal review duration,planned,,
R62.06,R62,Reporting,Metric::M06ApprovalRatio,explicit_as_of_khartoum_exact_zero_safe,packages/Rehla/Reporting/tests/Integration/ProductMetricsTest.php,calculates approved share of terminal top ups,planned,,
R62.07,R62,Reporting,Metric::M07OrdersByService,explicit_as_of_khartoum_exact_zero_safe,packages/Rehla/Reporting/tests/Integration/ProductMetricsTest.php,groups immutable order count and value by service snapshot,planned,,
R62.08,R62,Reporting,Metric::M08FulfillmentDuration,explicit_as_of_khartoum_exact_zero_safe,packages/Rehla/Reporting/tests/Integration/ProductMetricsTest.php,calculates average completed execution duration,planned,,
R62.09,R62,Reporting,Metric::M09ActionRequiredVolume,explicit_as_of_khartoum_exact_zero_safe,packages/Rehla/Reporting/tests/Integration/ProductMetricsTest.php,counts transitions into action required,planned,,
R62.10,R62,Reporting,Metric::M10CompletedOrdersRate,explicit_as_of_khartoum_exact_zero_safe,packages/Rehla/Reporting/tests/Integration/ProductMetricsTest.php,calculates completion over received executions,planned,,
R62.11,R62,Reporting,Metric::M11TravelerReuseRate,explicit_as_of_khartoum_exact_zero_safe,packages/Rehla/Reporting/tests/Integration/ProductMetricsTest.php,calculates travelers used by more than one paid order,planned,,
R62.12,R62,Reporting,Metric::M12RepeatUsageProxy,explicit_as_of_khartoum_exact_zero_safe,packages/Rehla/Reporting/tests/Integration/ProductMetricsTest.php,calculates accounts with more than one paid order,planned,,
R63.A01,R63,Admin,AdminJourneyStep::manage_service,journey_step_observable_and_authorized,tests/EndToEnd/admin-phase-one-acceptance.spec.ts,verifies admin journey step manage_service,planned,,
R63.A02,R63,Admin,AdminJourneyStep::manage_requirements,journey_step_observable_and_authorized,tests/EndToEnd/admin-phase-one-acceptance.spec.ts,verifies admin journey step manage_requirements,planned,,
R63.A03,R63,Admin,AdminJourneyStep::manage_bank_accounts,journey_step_observable_and_authorized,tests/EndToEnd/admin-phase-one-acceptance.spec.ts,verifies admin journey step manage_bank_accounts,planned,,
R63.A04,R63,Admin,AdminJourneyStep::review_topups,journey_step_observable_and_authorized,tests/EndToEnd/admin-phase-one-acceptance.spec.ts,verifies admin journey step review_topups,planned,,
R63.A05,R63,Admin,AdminJourneyStep::track_orders,journey_step_observable_and_authorized,tests/EndToEnd/admin-phase-one-acceptance.spec.ts,verifies admin journey step track_orders,planned,,
R63.A06,R63,Admin,AdminJourneyStep::execute_services,journey_step_observable_and_authorized,tests/EndToEnd/admin-phase-one-acceptance.spec.ts,verifies admin journey step execute_services,planned,,
R63.A07,R63,Admin,AdminJourneyStep::request_customer_action,journey_step_observable_and_authorized,tests/EndToEnd/admin-phase-one-acceptance.spec.ts,verifies admin journey step request_customer_action,planned,,
R63.A08,R63,Admin,AdminJourneyStep::complete_service,journey_step_observable_and_authorized,tests/EndToEnd/admin-phase-one-acceptance.spec.ts,verifies admin journey step complete_service,planned,,
R63.A09,R63,Admin,AdminJourneyStep::maintain_audit_log,journey_step_observable_and_authorized,tests/EndToEnd/admin-phase-one-acceptance.spec.ts,verifies admin journey step maintain_audit_log,planned,,
R63.W01,R63,Web,WebJourneyStep::discover_service,journey_step_observable_and_authorized,tests/EndToEnd/phase-one-acceptance.spec.ts,verifies web journey step discover_service,planned,,
R63.W02,R63,Web,WebJourneyStep::sign_in_account,journey_step_observable_and_authorized,tests/EndToEnd/phase-one-acceptance.spec.ts,verifies web journey step sign_in_account,planned,,
R63.W03,R63,Web,WebJourneyStep::add_traveler,journey_step_observable_and_authorized,tests/EndToEnd/phase-one-acceptance.spec.ts,verifies web journey step add_traveler,planned,,
R63.W04,R63,Web,WebJourneyStep::top_up_wallet,journey_step_observable_and_authorized,tests/EndToEnd/phase-one-acceptance.spec.ts,verifies web journey step top_up_wallet,planned,,
R63.W05,R63,Web,WebJourneyStep::transfer_approved,journey_step_observable_and_authorized,tests/EndToEnd/phase-one-acceptance.spec.ts,verifies web journey step transfer_approved,planned,,
R63.W06,R63,Web,WebJourneyStep::select_service,journey_step_observable_and_authorized,tests/EndToEnd/phase-one-acceptance.spec.ts,verifies web journey step select_service,planned,,
R63.W07,R63,Web,WebJourneyStep::select_traveler,journey_step_observable_and_authorized,tests/EndToEnd/phase-one-acceptance.spec.ts,verifies web journey step select_traveler,planned,,
R63.W08,R63,Web,WebJourneyStep::fill_application_form,journey_step_observable_and_authorized,tests/EndToEnd/phase-one-acceptance.spec.ts,verifies web journey step fill_application_form,planned,,
R63.W09,R63,Web,WebJourneyStep::pay_from_wallet,journey_step_observable_and_authorized,tests/EndToEnd/phase-one-acceptance.spec.ts,verifies web journey step pay_from_wallet,planned,,
R63.W10,R63,Web,WebJourneyStep::order_created,journey_step_observable_and_authorized,tests/EndToEnd/phase-one-acceptance.spec.ts,verifies web journey step order_created,planned,,
R63.W11,R63,Web,WebJourneyStep::track_execution,journey_step_observable_and_authorized,tests/EndToEnd/phase-one-acceptance.spec.ts,verifies web journey step track_execution,planned,,
R63.W12,R63,Web,WebJourneyStep::respond_to_action_required,journey_step_observable_and_authorized,tests/EndToEnd/phase-one-acceptance.spec.ts,verifies web journey step respond_to_action_required,planned,,
R63.W13,R63,Web,WebJourneyStep::service_completed,journey_step_observable_and_authorized,tests/EndToEnd/phase-one-acceptance.spec.ts,verifies web journey step service_completed,planned,,
R64.01,R64,Core,ArchitectureGuard,forbidden_imports_rejected,tests/Architecture/PackageDependencyTest.php,detects forbidden direct grouped and fully qualified package references,verified,572e7bc; php artisan test tests/Architecture; PASS 17 tests 2807 assertions; tests/Architecture/PackageDependencyTest.php,
R65.01,R65,Platform,PhaseOneCompletionGate,every_acceptance_row_has_fresh_evidence,tests/EndToEnd/phase-one-acceptance.spec.ts,closes every Phase 1 acceptance row from a clean release run,planned,,
